Flow_Rate [m3/h],T_htf_in [°C],T_htf_out [°C],P_evap [bar],T_turb_in [°C],m_orc [kg/s],W_net [kW],Q_in [kW],η_th [-],ε_ex [-],E_dest_Pump [kW],E_dest_Evaporator [kW],E_dest_Turbine [kW],E_dest_Condenser [kW],E_dest_Total [kW],Evap_dT_lm [K]
,79.6970,69.6970,4.5848,69.6970,4.5538,59.5946,990.8464,0.0601,0.4210,0.3016,44.4146,14.0950,-24.4810,34.3303,20.8722
,79.6970,69.6970,4.5848,69.6970,4.8216,63.1001,1049.1315,0.0601,0.4210,0.3193,47.0273,14.9242,-25.9210,36.3497,20.8722
,79.6970,69.6970,4.5848,69.6970,5.0895,66.6057,1107.4165,0.0601,0.4210,0.3371,49.6399,15.7533,-27.3611,38.3691,20.8722
,79.6970,69.6970,4.5848,69.6970,5.3574,70.1113,1165.7016,0.0601,0.4210,0.3548,52.2525,16.5824,-28.8012,40.3886,20.8722
,79.6970,69.6970,4.5848,69.6970,5.6252,73.6168,1223.9867,0.0601,0.4210,0.3725,54.8651,17.4115,-30.2412,42.4080,20.8722
,79.6970,69.6970,4.5848,69.6970,5.8931,77.1224,1282.2718,0.0601,0.4210,0.3903,57.4778,18.2406,-31.6813,44.4274,20.8722
,79.6970,69.6970,4.5848,69.6970,6.1610,80.6280,1340.5569,0.0601,0.4210,0.4080,60.0904,19.0698,-33.1213,46.4468,20.8722
,79.6970,69.6970,4.5848,69.6970,6.4288,84.1335,1398.8420,0.0601,0.4210,0.4258,62.7030,19.8989,-34.5614,48.4663,20.8722
,79.6970,69.6970,4.5848,69.6970,6.6967,87.6391,1457.1270,0.0601,0.4210,0.4435,65.3156,20.7280,-36.0015,50.4857,20.8722
,79.6970,69.6970,4.5848,69.6970,6.9646,91.1446,1515.4121,0.0601,0.4210,0.4612,67.9283,21.5571,-37.4415,52.5051,20.8722
,79.6970,69.6970,4.5848,69.6970,7.2324,94.6502,1573.6972,0.0601,0.4210,0.4790,70.5409,22.3862,-38.8816,54.5245,20.8722
,79.6970,69.6970,4.5848,69.6970,7.5003,98.1558,1631.9823,0.0601,0.4210,0.4967,73.1535,23.2154,-40.3216,56.5440,20.8722
,79.6970,69.6970,4.5848,69.6970,7.7682,101.6613,1690.2674,0.0601,0.4210,0.5145,75.7661,24.0445,-41.7617,58.5634,20.8722
,80.0000,70.0000,4.6246,70.0000,2.4085,31.8351,524.5942,0.0607,0.4226,0.1619,23.5500,7.5284,-13.0145,18.2258,20.9733
,80.0000,70.0000,4.6246,70.0000,2.6761,35.3723,582.8824,0.0607,0.4226,0.1799,26.1667,8.3648,-14.4605,20.2509,20.9733
,80.0000,70.0000,4.6246,70.0000,2.9437,38.9096,641.1706,0.0607,0.4226,0.1978,28.7834,9.2013,-15.9066,22.2760,20.9733
,80.0000,70.0000,4.6246,70.0000,3.2113,42.4468,699.4589,0.0607,0.4226,0.2158,31.4000,10.0378,-17.3526,24.3010,20.9733
,80.0000,70.0000,4.6246,70.0000,3.4789,45.9840,757.7471,0.0607,0.4226,0.2338,34.0167,10.8743,-18.7987,26.3261,20.9733
,80.0000,70.0000,4.6246,70.0000,3.7465,49.5213,816.0354,0.0607,0.4226,0.2518,36.6334,11.7108,-20.2447,28.3512,20.9733
,80.0000,70.0000,4.6246,70.0000,4.0141,53.0585,874.3236,0.0607,0.4226,0.2698,39.2501,12.5473,-21.6908,30.3763,20.9733
,80.0000,70.0000,4.6246,70.0000,4.2817,56.5957,932.6118,0.0607,0.4226,0.2878,41.8667,13.3837,-23.1369,32.4014,20.9733
,80.0000,70.0000,4.6246,70.0000,4.5493,60.1330,990.9001,0.0607,0.4226,0.3058,44.4834,14.2202,-24.5829,34.4265,20.9733
,80.0000,70.0000,4.6246,70.0000,4.8169,63.6702,1049.1883,0.0607,0.4226,0.3237,47.1001,15.0567,-26.0290,36.4516,20.9733
,80.0000,70.0000,4.6246,70.0000,5.0845,67.2074,1107.4766,0.0607,0.4226,0.3417,49.7167,15.8932,-27.4750,38.4766,20.9733
,80.0000,70.0000,4.6246,70.0000,5.3521,70.7447,1165.7648,0.0607,0.4226,0.3597,52.3334,16.7297,-28.9211,40.5017,20.9733
,80.0000,70.0000,4.6246,70.0000,5.6198,74.2819,1224.0530,0.0607,0.4226,0.3777,54.9501,17.5662,-30.3671,42.5268,20.9733
,80.0000,70.0000,4.6246,70.0000,5.8874,77.8191,1282.3413,0.0607,0.4226,0.3957,57.5668,18.4026,-31.8132,44.5519,20.9733
,80.0000,70.0000,4.6246,70.0000,6.1550,81.3564,1340.6295,0.0607,0.4226,0.4137,60.1834,19.2391,-33.2592,46.5770,20.9733
,80.0000,70.0000,4.6246,70.0000,6.4226,84.8936,1398.9178,0.0607,0.4226,0.4317,62.8001,20.0756,-34.7053,48.6021,20.9733
,80.0000,70.0000,4.6246,70.0000,6.6902,88.4308,1457.2060,0.0607,0.4226,0.4496,65.4168,20.9121,-36.1513,50.6272,20.9733
,80.0000,70.0000,4.6246,70.0000,6.9578,91.9681,1515.4942,0.0607,0.4226,0.4676,68.0334,21.7486,-37.5974,52.6523,20.9733
,80.0000,70.0000,4.6246,70.0000,7.2254,95.5053,1573.7825,0.0607,0.4226,0.4856,70.6501,22.5851,-39.0434,54.6773,20.9733
,80.0000,70.0000,4.6246,70.0000,7.4930,99.0425,1632.0707,0.0607,0.4226,0.5036,73.2668,23.4215,-40.4895,56.7024,20.9733
,80.0000,70.0000,4.6246,70.0000,7.7606,102.5798,1690.3590,0.0607,0.4226,0.5216,75.8834,24.2580,-41.9356,58.7275,20.9733
,80.3030,70.3030,4.6647,70.3030,2.4061,32.1191,524.6228,0.0612,0.4241,0.1641,23.5871,7.5944,-13.0684,18.2772,21.0741
,80.3030,70.3030,4.6647,70.3030,2.6735,35.6878,582.9142,0.0612,0.4241,0.1823,26.2079,8.4382,-14.5204,20.3080,21.0741
,80.3030,70.3030,4.6647,70.3030,2.9408,39.2566,641.2056,0.0612,0.4241,0.2006,28.8287,9.2820,-15.9725,22.3387,21.0741
,80.3030,70.3030,4.6647,70.3030,3.2082,42.8254,699.4970,0.0612,0.4241,0.2188,31.4495,10.1258,-17.4245,24.3695,21.0741
,80.3030,70.3030,4.6647,70.3030,3.4755,46.3942,757.7885,0.0612,0.4241,0.2370,34.0702,10.9696,-18.8765,26.4003,21.0741
,80.3030,70.3030,4.6647,70.3030,3.7429,49.9630,816.0799,0.0612,0.4241,0.2553,36.6910,11.8134,-20.3286,28.4311,21.0741
,80.3030,70.3030,4.6647,70.3030,4.0102,53.5318,874.3713,0.0612,0.4241,0.2735,39.3118,12.6573,-21.7806,30.4619,21.0741
,80.3030,70.3030,4.6647,70.3030,4.2776,57.1005,932.6627,0.0612,0.4241,0.2917,41.9326,13.5011,-23.2327,32.4927,21.0741
,80.3030,70.3030,4.6647,70.3030,4.5449,60.6693,990.9541,0.0612,0.4241,0.3100,44.5534,14.3449,-24.6847,34.5235,21.0741
,80.3030,70.3030,4.6647,70.3030,4.8123,64.2381,1049.2456,0.0612,0.4241,0.3282,47.1742,15.1887,-26.1368,36.5543,21.0741
,80.3030,70.3030,4.6647,70.3030,5.0796,67.8069,1107.5370,0.0612,0.4241,0.3464,49.7950,16.0325,-27.5888,38.5851,21.0741
,80.3030,70.3030,4.6647,70.3030,5.3470,71.3757,1165.8284,0.0612,0.4241,0.3647,52.4158,16.8763,-29.0408,40.6159,21.0741
,80.3030,70.3030,4.6647,70.3030,5.6143,74.9445,1224.1198,0.0612,0.4241,0.3829,55.0365,17.7202,-30.4929,42.6467,21.0741
,80.3030,70.3030,4.6647,70.3030,5.8817,78.5132,1282.4113,0.0612,0.4241,0.4011,57.6573,18.5640,-31.9449,44.6775,21.0741
,80.3030,70.3030,4.6647,70.3030,6.1490,82.0820,1340.7027,0.0612,0.4241,0.4194,60.2781,19.4078,-33.3970,46.7083,21.0741
,80.3030,70.3030,4.6647,70.3030,6.4164,85.6508,1398.9941,0.0612,0.4241,0.4376,62.8989,20.2516,-34.8490,48.7391,21.0741
,80.3030,70.3030,4.6647,70.3030,6.6837,89.2196,1457.2855,0.0612,0.4241,0.4558,65.5197,21.0954,-36.3011,50.7699,21.0741
,80.3030,70.3030,4.6647,70.3030,6.9510,92.7884,1515.5769,0.0612,0.4241,0.4740,68.1405,21.9393,-37.7531,52.8007,21.0741
,80.3030,70.3030,4.6647,70.3030,7.2184,96.3572,1573.8684,0.0612,0.4241,0.4923,70.7613,22.7831,-39.2051,54.8315,21.0741
,80.3030,70.3030,4.6647,70.3030,7.4857,99.9259,1632.1598,0.0612,0.4241,0.5105,73.3821,23.6269,-40.6572,56.8623,21.0741
,80.3030,70.3030,4.6647,70.3030,7.7531,103.4947,1690.4512,0.0612,0.4241,0.5287,76.0028,24.4707,-42.1092,58.8931,21.0741
,80.6061,70.6061,4.7050,70.6061,2.4038,32.4019,524.6516,0.0618,0.4256,0.1663,23.6248,7.6601,-13.1222,18.3290,21.1747
,80.6061,70.6061,4.7050,70.6061,2.6709,36.0021,582.9462,0.0618,0.4256,0.1848,26.2498,8.5112,-14.5802,20.3655,21.1747
,80.6061,70.6061,4.7050,70.6061,2.9380,39.6024,641.2409,0.0618,0.4256,0.2033,28.8747,9.3623,-16.0383,22.4021,21.1747
,80.6061,70.6061,4.7050,70.6061,3.2051,43.2026,699.5355,0.0618,0.4256,0.2218,31.4997,10.2134,-17.4963,24.4386,21.1747
,80.6061,70.6061,4.7050,70.6061,3.4722,46.8028,757.8301,0.0618,0.4256,0.2403,34.1247,11.0646,-18.9543,26.4752,21.1747
,80.6061,70.6061,4.7050,70.6061,3.7393,50.4030,816.1247,0.0618,0.4256,0.2587,36.7497,11.9157,-20.4123,28.5118,21.1747
,80.6061,70.6061,4.7050,70.6061,4.0063,54.0032,874.4194,0.0618,0.4256,0.2772,39.3746,12.7668,-21.8704,30.5483,21.1747
,80.6061,70.6061,4.7050,70.6061,4.2734,57.6034,932.7140,0.0618,0.4256,0.2957,41.9996,13.6179,-23.3284,32.5849,21.1747
,80.6061,70.6061,4.7050,70.6061,4.5405,61.2037,991.0086,0.0618,0.4256,0.3142,44.6246,14.4690,-24.7864,34.6214,21.1747
,80.6061,70.6061,4.7050,70.6061,4.8076,64.8039,1049.3032,0.0618,0.4256,0.3327,47.2496,15.3202,-26.2444,36.6580,21.1747
,80.6061,70.6061,4.7050,70.6061,5.0747,68.4041,1107.5979,0.0618,0.4256,0.3511,49.8745,16.1713,-27.7025,38.6945,21.1747
,80.6061,70.6061,4.7050,70.6061,5.3418,72.0043,1165.8925,0.0618,0.4256,0.3696,52.4995,17.0224,-29.1605,40.7311,21.1747
,80.6061,70.6061,4.7050,70.6061,5.6089,75.6045,1224.1871,0.0618,0.4256,0.3881,55.1245,17.8735,-30.6185,42.7676,21.1747
,80.6061,70.6061,4.7050,70.6061,5.8760,79.2047,1282.4817,0.0618,0.4256,0.4066,57.7495,18.7247,-32.0765,44.8042,21.1747
,80.6061,70.6061,4.7050,70.6061,6.1431,82.8049,1340.7763,0.0618,0.4256,0.4251,60.3745,19.5758,-33.5345,46.8407,21.1747
,80.6061,70.6061,4.7050,70.6061,6.4101,86.4052,1399.0710,0.0618,0.4256,0.4435,62.9994,20.4269,-34.9926,48.8773,21.1747
,80.6061,70.6061,4.7050,70.6061,6.6772,90.0054,1457.3656,0.0618,0.4256,0.4620,65.6244,21.2780,-36.4506,50.9138,21.1747
,80.6061,70.6061,4.7050,70.6061,6.9443,93.6056,1515.6602,0.0618,0.4256,0.4805,68.2494,22.1291,-37.9086,52.9504,21.1747
,80.6061,70.6061,4.7050,70.6061,7.2114,97.2058,1573.9548,0.0618,0.4256,0.4990,70.8744,22.9803,-39.3666,54.9869,21.1747
,80.6061,70.6061,4.7050,70.6061,7.4785,100.8060,1632.2495,0.0618,0.4256,0.5175,73.4993,23.8314,-40.8247,57.0235,21.1747
,80.6061,70.6061,4.7050,70.6061,7.7456,104.4062,1690.5441,0.0618,0.4256,0.5359,76.1243,24.6825,-42.2827,59.0601,21.1747
,80.9091,70.9091,4.7457,70.9091,2.4015,32.6837,524.6806,0.0623,0.4271,0.1686,23.6631,7.7255,-13.1760,18.3813,21.2752
,80.9091,70.9091,4.7457,70.9091,2.6683,36.3153,582.9785,0.0623,0.4271,0.1873,26.2924,8.5839,-14.6400,20.4236,21.2752
,80.9091,70.9091,4.7457,70.9091,2.9351,39.9468,641.2763,0.0623,0.4271,0.2060,28.9216,9.4423,-16.1040,22.4660,21.2752
,80.9091,70.9091,4.7457,70.9091,3.2020,43.5783,699.5742,0.0623,0.4271,0.2248,31.5508,10.3007,-17.5680,24.5083,21.2752
,80.9091,70.9091,4.7457,70.9091,3.4688,47.2099,757.8720,0.0623,0.4271,0.2435,34.1801,11.1591,-19.0320,26.5507,21.2752
,80.9091,70.9091,4.7457,70.9091,3.7356,50.8414,816.1699,0.0623,0.4271,0.2622,36.8093,12.0175,-20.4960,28.5931,21.2752
,80.9091,70.9091,4.7457,70.9091,4.0025,54.4729,874.4677,0.0623,0.4271,0.2810,39.4385,12.8759,-21.9600,30.6354,21.2752
,80.9091,70.9091,4.7457,70.9091,4.2693,58.1044,932.7656,0.0623,0.4271,0.2997,42.0678,13.7343,-23.4240,32.6778,21.2752
,80.9091,70.9091,4.7457,70.9091,4.5361,61.7360,991.0634,0.0623,0.4271,0.3184,44.6970,14.5927,-24.8880,34.7201,21.2752
,80.9091,70.9091,4.7457,70.9091,4.8030,65.3675,1049.3613,0.0623,0.4271,0.3371,47.3262,15.4511,-26.3520,36.7625,21.2752
,80.9091,70.9091,4.7457,70.9091,5.0698,68.9990,1107.6591,0.0623,0.4271,0.3559,49.9555,16.3095,-27.8160,38.8049,21.2752
,80.9091,70.9091,4.7457,70.9091,5.3366,72.6306,1165.9570,0.0623,0.4271,0.3746,52.5847,17.1679,-29.2800,40.8472,21.2752
,80.9091,70.9091,4.7457,70.9091,5.6035,76.2621,1224.2548,0.0623,0.4271,0.3933,55.2140,18.0263,-30.7440,42.8896,21.2752
,80.9091,70.9091,4.7457,70.9091,5.8703,79.8936,1282.5527,0.0623,0.4271,0.4121,57.8432,18.8847,-32.2080,44.9319,21.2752
,80.9091,70.9091,4.7457,70.9091,6.1371,83.5251,1340.8505,0.0623,0.4271,0.4308,60.4724,19.7431,-33.6720,46.9743,21.2752
,80.9091,70.9091,4.7457,70.9091,6.4040,87.1567,1399.1484,0.0623,0.4271,0.4495,63.1017,20.6014,-35.1360,49.0167,21.2752
,80.9091,70.9091,4.7457,70.9091,6.6708,90.7882,1457.4462,0.0623,0.4271,0.4683,65.7309,21.4598,-36.6000,51.0590,21.2752
,80.9091,70.9091,4.7457,70.9091,6.9376,94.4197,1515.7441,0.0623,0.4271,0.4870,68.3601,22.3182,-38.0640,53.1014,21.2752
,80.9091,70.9091,4.7457,70.9091,7.2045,98.0512,1574.0419,0.0623,0.4271,0.5057,70.9894,23.1766,-39.5280,55.1438,21.2752
,80.9091,70.9091,4.7457,70.9091,7.4713,101.6828,1632.3398,0.0623,0.4271,0.5244,73.6186,24.0350,-40.9920,57.1861,21.2752
,80.9091,70.9091,4.7457,70.9091,7.7381,105.3143,1690.6376,0.0623,0.4271,0.5432,76.2478,24.8934,-42.4560,59.2285,21.2752
,81.2121,71.2121,4.7866,71.2121,2.3992,32.9645,524.7099,0.0628,0.4286,0.1708,23.7021,7.7907,-13.2297,18.4340,21.3754
,81.2121,71.2121,4.7866,71.2121,2.6657,36.6272,583.0110,0.0628,0.4286,0.1898,26.3357,8.6564,-14.6997,20.4822,21.3754
,81.2121,71.2121,4.7866,71.2121,2.9323,40.2899,641.3121,0.0628,0.4286,0.2088,28.9692,9.5220,-16.1696,22.5304,21.3754
,81.2121,71.2121,4.7866,71.2121,3.1989,43.9527,699.6132,0.0628,0.4286,0.2278,31.6028,10.3876,-17.6396,24.5786,21.3754
,81.2121,71.2121,4.7866,71.2121,3.4655,47.6154,757.9143,0.0628,0.4286,0.2468,34.2364,11.2533,-19.1096,26.6268,21.3754
,81.2121,71.2121,4.7866,71.2121,3.7320,51.2781,816.2154,0.0628,0.4286,0.2657,36.8699,12.1189,-20.5795,28.6751,21.3754
,81.2121,71.2121,4.7866,71.2121,3.9986,54.9408,874.5165,0.0628,0.4286,0.2847,39.5035,12.9846,-22.0495,30.7233,21.3754
,81.2121,71.2121,4.7866,71.2121,4.2652,58.6036,932.8176,0.0628,0.4286,0.3037,42.1371,13.8502,-23.5195,32.7715,21.3754
,81.2121,71.2121,4.7866,71.2121,4.5318,62.2663,991.1187,0.0628,0.4286,0.3227,44.7706,14.7158,-24.9894,34.8197,21.3754
,81.2121,71.2121,4.7866,71.2121,4.7983,65.9290,1049.4198,0.0628,0.4286,0.3417,47.4042,15.5815,-26.4594,36.8679,21.3754
,81.2121,71.2121,4.7866,71.2121,5.0649,69.5917,1107.7209,0.0628,0.4286,0.3606,50.0378,16.4471,-27.9294,38.9161,21.3754
,81.2121,71.2121,4.7866,71.2121,5.3315,73.2545,1166.0220,0.0628,0.4286,0.3796,52.6713,17.3127,-29.3993,40.9644,21.3754
,81.2121,71.2121,4.7866,71.2121,5.5981,76.9172,1224.3231,0.0628,0.4286,0.3986,55.3049,18.1784,-30.8693,43.0126,21.3754
,81.2121,71.2121,4.7866,71.2121,5.8646,80.5799,1282.6242,0.0628,0.4286,0.4176,57.9385,19.0440,-32.3393,45.0608,21.3754
,81.2121,71.2121,4.7866,71.2121,6.1312,84.2426,1340.9253,0.0628,0.4286,0.4366,60.5720,19.9096,-33.8092,47.1090,21.3754
,81.2121,71.2121,4.7866,71.2121,6.3978,87.9053,1399.2264,0.0628,0.4286,0.4555,63.2056,20.7753,-35.2792,49.1572,21.3754
,81.2121,71.2121,4.7866,71.2121,6.6644,91.5681,1457.5275,0.0628,0.4286,0.4745,65.8392,21.6409,-36.7492,51.2055,21.3754
,81.2121,71.2121,4.7866,71.2121,6.9309,95.2308,1515.8286,0.0628,0.4286,0.4935,68.4727,22.5066,-38.2191,53.2537,21.3754
,81.2121,71.2121,4.7866,71.2121,7.1975,98.8935,1574.1297,0.0628,0.4286,0.5125,71.1063,23.3722,-39.6891,55.3019,21.3754
,81.2121,71.2121,4.7866,71.2121,7.4641,102.5562,1632.4308,0.0628,0.4286,0.5315,73.7399,24.2378,-41.1591,57.3501,21.3754
,81.2121,71.2121,4.7866,71.2121,7.7307,106.2190,1690.7319,0.0628,0.4286,0.5505,76.3734,25.1035,-42.6290,59.3983,21.3754
,81.5152,71.5152,4.8277,71.5152,2.3969,33.2442,524.7393,0.0634,0.4300,0.1731,23.7417,7.8557,-13.2833,18.4871,21.4754
,81.5152,71.5152,4.8277,71.5152,2.6632,36.9380,583.0437,0.0634,0.4300,0.1923,26.3797,8.7285,-14.7593,20.5412,21.4754
,81.5152,71.5152,4.8277,71.5152,2.9295,40.6318,641.3481,0.0634,0.4300,0.2116,29.0176,9.6014,-16.2352,22.5954,21.4754
,81.5152,71.5152,4.8277,71.5152,3.1958,44.3256,699.6524,0.0634,0.4300,0.2308,31.6556,10.4742,-17.7111,24.6495,21.4754
,81.5152,71.5152,4.8277,71.5152,3.4621,48.0194,757.9568,0.0634,0.4300,0.2500,34.2936,11.3471,-19.1870,26.7036,21.4754
,81.5152,71.5152,4.8277,71.5152,3.7285,51.7132,816.2612,0.0634,0.4300,0.2693,36.9315,12.2199,-20.6630,28.7577,21.4754
,81.5152,71.5152,4.8277,71.5152,3.9948,55.4070,874.5656,0.0634,0.4300,0.2885,39.5695,13.0928,-22.1389,30.8119,21.4754
,81.5152,71.5152,4.8277,71.5152,4.2611,59.1008,932.8699,0.0634,0.4300,0.3077,42.2075,13.9656,-23.6148,32.8660,21.4754
,81.5152,71.5152,4.8277,71.5152,4.5274,62.7946,991.1743,0.0634,0.4300,0.3270,44.8454,14.8385,-25.0908,34.9201,21.4754
,81.5152,71.5152,4.8277,71.5152,4.7937,66.4884,1049.4787,0.0634,0.4300,0.3462,47.4834,15.7113,-26.5667,36.9742,21.4754
,81.5152,71.5152,4.8277,71.5152,5.0601,70.1822,1107.7830,0.0634,0.4300,0.3654,50.1214,16.5842,-28.0426,39.0284,21.4754
,81.5152,71.5152,4.8277,71.5152,5.3264,73.8760,1166.0874,0.0634,0.4300,0.3847,52.7593,17.4570,-29.5185,41.0825,21.4754
,81.5152,71.5152,4.8277,71.5152,5.5927,77.5698,1224.3918,0.0634,0.4300,0.4039,55.3973,18.3299,-30.9945,43.1366,21.4754
,81.5152,71.5152,4.8277,71.5152,5.8590,81.2636,1282.6961,0.0634,0.4300,0.4231,58.0353,19.2027,-32.4704,45.1907,21.4754
,81.5152,71.5152,4.8277,71.5152,6.1253,84.9574,1341.0005,0.0634,0.4300,0.4424,60.6733,20.0756,-33.9463,47.2449,21.4754
,81.5152,71.5152,4.8277,71.5152,6.3916,88.6512,1399.3049,0.0634,0.4300,0.4616,63.3112,20.9484,-35.4222,49.2990,21.4754
,81.5152,71.5152,4.8277,71.5152,6.6580,92.3450,1457.6093,0.0634,0.4300,0.4808,65.9492,21.8213,-36.8982,51.3531,21.4754
,81.5152,71.5152,4.8277,71.5152,6.9243,96.0388,1515.9136,0.0634,0.4300,0.5001,68.5872,22.6941,-38.3741,53.4072,21.4754
,81.5152,71.5152,4.8277,71.5152,7.1906,99.7326,1574.2180,0.0634,0.4300,0.5193,71.2251,23.5670,-39.8500,55.4613,21.4754
,81.5152,71.5152,4.8277,71.5152,7.4569,103.4264,1632.5224,0.0634,0.4300,0.5385,73.8631,24.4398,-41.3260,57.5155,21.4754
,81.5152,71.5152,4.8277,71.5152,7.7232,107.1202,1690.8267,0.0634,0.4300,0.5578,76.5011,25.3127,-42.8019,59.5696,21.4754
,81.8182,71.8182,4.8692,71.8182,2.3946,33.5229,524.7690,0.0639,0.4314,0.1754,23.7819,7.9203,-13.3369,18.5407,21.5752
,81.8182,71.8182,4.8692,71.8182,2.6606,37.2476,583.0766,0.0639,0.4314,0.1949,26.4244,8.8003,-14.8188,20.6008,21.5752
,81.8182,71.8182,4.8692,71.8182,2.9267,40.9724,641.3843,0.0639,0.4314,0.2144,29.0668,9.6804,-16.3007,22.6609,21.5752
,81.8182,71.8182,4.8692,71.8182,3.1928,44.6971,699.6920,0.0639,0.4314,0.2338,31.7093,10.5604,-17.7826,24.7209,21.5752
,81.8182,71.8182,4.8692,71.8182,3.4588,48.4219,757.9996,0.0639,0.4314,0.2533,34.3517,11.4404,-19.2644,26.7810,21.5752
,81.8182,71.8182,4.8692,71.8182,3.7249,52.1467,816.3073,0.0639,0.4314,0.2728,36.9941,12.3205,-20.7463,28.8411,21.5752
,81.8182,71.8182,4.8692,71.8182,3.9909,55.8714,874.6150,0.0639,0.4314,0.2923,39.6366,13.2005,-22.2282,30.9012,21.5752
,81.8182,71.8182,4.8692,71.8182,4.2570,59.5962,932.9226,0.0639,0.4314,0.3118,42.2790,14.0805,-23.7101,32.9613,21.5752
,81.8182,71.8182,4.8692,71.8182,4.5231,63.3209,991.2303,0.0639,0.4314,0.3313,44.9214,14.9606,-25.1920,35.0213,21.5752
,81.8182,71.8182,4.8692,71.8182,4.7891,67.0457,1049.5380,0.0639,0.4314,0.3508,47.5639,15.8406,-26.6738,37.0814,21.5752
,81.8182,71.8182,4.8692,71.8182,5.0552,70.7705,1107.8456,0.0639,0.4314,0.3702,50.2063,16.7206,-28.1557,39.1415,21.5752
,81.8182,71.8182,4.8692,71.8182,5.3213,74.4952,1166.1533,0.0639,0.4314,0.3897,52.8488,17.6007,-29.6376,41.2016,21.5752
,81.8182,71.8182,4.8692,71.8182,5.5873,78.2200,1224.4610,0.0639,0.4314,0.4092,55.4912,18.4807,-31.1195,43.2616,21.5752
,81.8182,71.8182,4.8692,71.8182,5.8534,81.9447,1282.7686,0.0639,0.4314,0.4287,58.1336,19.3607,-32.6014,45.3217,21.5752
,81.8182,71.8182,4.8692,71.8182,6.1195,85.6695,1341.0763,0.0639,0.4314,0.4482,60.7761,20.2408,-34.0832,47.3818,21.5752
,81.8182,71.8182,4.8692,71.8182,6.3855,89.3943,1399.3839,0.0639,0.4314,0.4677,63.4185,21.1208,-35.5651,49.4419,21.5752
,81.8182,71.8182,4.8692,71.8182,6.6516,93.1190,1457.6916,0.0639,0.4314,0.4872,66.0610,22.0009,-37.0470,51.5020,21.5752
,81.8182,71.8182,4.8692,71.8182,6.9176,96.8438,1515.9993,0.0639,0.4314,0.5066,68.7034,22.8809,-38.5289,53.5620,21.5752
,81.8182,71.8182,4.8692,71.8182,7.1837,100.5686,1574.3069,0.0639,0.4314,0.5261,71.3458,23.7609,-40.0108,55.6221,21.5752
,81.8182,71.8182,4.8692,71.8182,7.4498,104.2933,1632.6146,0.0639,0.4314,0.5456,73.9883,24.6410,-41.4926,57.6822,21.5752
,81.8182,71.8182,4.8692,71.8182,7.7158,108.0181,1690.9223,0.0639,0.4314,0.5651,76.6307,25.5210,-42.9745,59.7423,21.5752
,82.1212,72.1212,4.9108,72.1212,2.3923,33.8005,524.7988,0.0644,0.4328,0.1777,23.8228,7.9847,-13.3904,18.5947,21.6748
,82.1212,72.1212,4.9108,72.1212,2.6581,37.5561,583.1098,0.0644,0.4328,0.1974,26.4698,8.8719,-14.8783,20.6608,21.6748
,82.1212,72.1212,4.9108,72.1212,2.9239,41.3117,641.4208,0.0644,0.4328,0.2172,29.1168,9.7591,-16.3661,22.7269,21.6748
,82.1212,72.1212,4.9108,72.1212,3.1897,45.0673,699.7318,0.0644,0.4328,0.2369,31.7637,10.6463,-17.8539,24.7930,21.6748
,82.1212,72.1212,4.9108,72.1212,3.4555,48.8229,758.0428,0.0644,0.4328,0.2566,34.4107,11.5334,-19.3417,26.8591,21.6748
,82.1212,72.1212,4.9108,72.1212,3.7213,52.5785,816.3537,0.0644,0.4328,0.2764,37.0577,12.4206,-20.8296,28.9251,21.6748
,82.1212,72.1212,4.9108,72.1212,3.9871,56.3341,874.6647,0.0644,0.4328,0.2961,39.7047,13.3078,-22.3174,30.9912,21.6748
,82.1212,72.1212,4.9108,72.1212,4.2529,60.0897,932.9757,0.0644,0.4328,0.3159,42.3517,14.1950,-23.8052,33.0573,21.6748
,82.1212,72.1212,4.9108,72.1212,4.5187,63.8453,991.2867,0.0644,0.4328,0.3356,44.9986,15.0822,-25.2930,35.1234,21.6748
,82.1212,72.1212,4.9108,72.1212,4.7846,67.6009,1049.5977,0.0644,0.4328,0.3553,47.6456,15.9694,-26.7809,37.1895,21.6748
,82.1212,72.1212,4.9108,72.1212,5.0504,71.3565,1107.9087,0.0644,0.4328,0.3751,50.2926,16.8566,-28.2687,39.2556,21.6748
,82.1212,72.1212,4.9108,72.1212,5.3162,75.1121,1166.2196,0.0644,0.4328,0.3948,52.9396,17.7438,-29.7565,41.3216,21.6748
,82.1212,72.1212,4.9108,72.1212,5.5820,78.8677,1224.5306,0.0644,0.4328,0.4146,55.5865,18.6310,-31.2443,43.3877,21.6748
,82.1212,72.1212,4.9108,72.1212,5.8478,82.6233,1282.8416,0.0644,0.4328,0.4343,58.2335,19.5181,-32.7322,45.4538,21.6748
,82.1212,72.1212,4.9108,72.1212,6.1136,86.3789,1341.1526,0.0644,0.4328,0.4540,60.8805,20.4053,-34.2200,47.5199,21.6748
,82.1212,72.1212,4.9108,72.1212,6.3794,90.1345,1399.4636,0.0644,0.4328,0.4738,63.5275,21.2925,-35.7078,49.5860,21.6748
,82.1212,72.1212,4.9108,72.1212,6.6452,93.8901,1457.7746,0.0644,0.4328,0.4935,66.1745,22.1797,-37.1957,51.6520,21.6748
,82.1212,72.1212,4.9108,72.1212,6.9110,97.6458,1516.0855,0.0644,0.4328,0.5133,68.8214,23.0669,-38.6835,53.7181,21.6748
